#link,coreId1,coreId2,cluster1,cluster2,linkType,eucDist,lcDist,eucAdj,cwdAdj,lcpLength,cwdToEucRatio,cwdToPathRatio
1,3,12,-1,-1,1,602,5241.421387,1,1,741,8.706680044,7.073443167
2,3,16,-1,-1,-15,688,7121.320313,1,1,3397,10.35075627,2.0963557
3,3,18,-1,-1,-15,692,3169.23877,1,1,1065,4.579824811,2.975811051
4,3,42,-1,-1,1,427,2444.974854,1,1,582,5.725936425,4.200987721
5,4,5,-1,-1,1,102,362.1320496,1,1,241,3.550314211,1.502622612
6,4,6,-1,-1,-15,907,1752.081543,1,1,1489,1.931732682,1.176683373
7,4,7,-1,-1,-15,704,1462.13208,1,1,941,2.076892159,1.553806674
8,4,10,-1,-1,-15,537,844.9747314,1,0,724,1.573509742,1.167092171
9,4,12,-1,-1,-15,4306,32391.7793,1,0,5579,7.522475452,5.806018874
10,4,13,-1,-1,1,137,362.1320496,1,1,241,2.643299632,1.502622612
11,5,7,-1,-1,1,544,1100,1,1,700,2.022058824,1.571428571
12,5,13,-1,-1,1,200,562.132019,1,1,341,2.810660095,1.648480994
13,6,8,-1,-1,1,100,141.4213562,1,1,141,1.414213562,1.002988342
14,6,9,-1,-1,-15,262,503.5534058,1,1,382,1.921959564,1.318202633
15,6,10,-1,-1,-15,407,807.1068115,1,1,665,1.983063419,1.213694453
16,6,12,-1,-1,-15,3398,31012.48828,1,0,4338,9.126688723,7.14902911
17,6,13,-1,-1,-15,650,1107.106812,0,1,965,1.703241248,1.147260945
18,6,17,-1,-1,1,144,362.1320496,1,1,241,2.5148059,1.502622612
19,7,12,-1,-1,-11,5057,-1,1,0,-1,-1,-1
20,7,13,-1,-1,1,802,1527.817505,1,1,924,1.905009358,1.653482148
21,7,29,-1,-1,1,941,17065.17969,1,1,1307,18.13515376,13.05675569
22,8,9,-1,-1,1,136,362.1320496,1,1,241,2.662735659,1.502622612
23,8,17,-1,-1,1,180,500,1,1,300,2.777777778,1.666666667
24,9,12,-1,-1,1,3001,30408.93555,1,0,3855,10.1329342,7.888180427
25,9,17,-1,-1,1,151,362.1320496,1,1,241,2.398225494,1.502622612
26,9,50,-1,-1,1,2435,28024.47266,1,1,2662,11.50902368,10.52760055
27,10,13,-1,-1,1,78,200,1,1,200,2.564102564,1
28,10,17,-1,-1,1,100,141.4213562,1,1,141,1.414213562,1.002988342
29,12,14,-1,-1,1,167,241.4213562,1,1,241,1.445636863,1.001748366
30,12,16,-1,-1,-15,761,2865.685547,1,1,1165,3.76568403,2.45981592
31,12,20,-1,-1,-15,1123,5089.949707,1,1,1889,4.532457442,2.694520755
32,12,43,-1,-1,-15,1488,3117.766846,1,1,1789,2.095273418,1.742742787
33,12,50,-1,-1,1,1197,2517.766846,1,1,1389,2.103397532,1.812647117
34,13,17,-1,-1,1,195,241.4213562,1,1,241,1.238058237,1.001748366
35,13,29,-1,-1,-15,1923,19375.83984,1,1,3014,10.07583975,6.428613087
36,14,16,-1,-1,1,317,2100,1,1,400,6.624605678,5.25
37,14,20,-1,-1,-15,377,4324.26416,1,1,1124,11.47019671,3.847210107
38,16,18,-1,-1,-15,529,3227.817383,1,1,1607,6.101734183,2.008598247
39,16,20,-1,-1,1,197,1800,1,1,300,9.137055838,6
40,17,29,-1,-1,-15,2311,19900.10547,1,1,3538,8.611036551,5.624676503
41,17,50,-1,-1,1,2171,28141.63086,1,1,2721,12.96251997,10.34238547
42,17,82,-1,-1,-15,3889,24721.42578,1,1,7411,6.356756436,3.33577463
43,17,367,-1,-1,-11,5220,-1,0,1,-1,-1,-1
44,18,20,-1,-1,1,96,362.1320496,1,1,241,3.77220885,1.502622612
45,18,23,-1,-1,1,100,141.4213562,1,1,141,1.414213562,1.002988342
46,18,42,-1,-1,1,33,200,1,1,200,6.060606061,1
47,20,23,-1,-1,1,145,300,1,1,200,2.068965517,1.5
48,20,42,-1,-1,-15,308,603.5534058,1,1,482,1.95958898,1.252185489
49,20,43,-1,-1,-15,1959,9107.716797,1,1,4579,4.649166308,1.989018737
50,21,42,-1,-1,1,177,500,1,1,300,2.824858757,1.666666667
51,21,145,-1,-1,-15,1889,10601.8291,1,1,2614,5.612402912,4.055787721
52,23,42,-1,-1,1,144,300,1,1,200,2.083333333,1.5
53,25,29,-1,-1,-15,1072,3242.031006,1,0,2214,3.024282655,1.464331981
54,25,82,-1,-1,1,157,241.4213562,1,1,241,1.537715645,1.001748366
55,26,27,-1,-1,1,102,300,1,1,200,2.941176471,1.5
56,26,82,-1,-1,1,174,500,1,1,300,2.873563218,1.666666667
57,27,82,-1,-1,1,93,300,1,1,200,3.225806452,1.5
58,29,82,-1,-1,1,643,1755.634888,1,1,807,2.730380852,2.175507915
59,42,43,-1,-1,-15,2792,10776.95508,1,1,6128,3.859940931,1.758641494
60,42,47,-1,-1,1,287,7666.294922,1,1,824,26.711829,9.303755973
61,42,66,-1,-1,-11,8544,-1,1,0,-1,-1,-1
62,42,67,-1,-1,-11,6661,-1,1,0,-1,-1,-1
63,42,80,-1,-1,-15,4819,23828.53125,0,1,8498,4.944704555,2.804016386
64,42,89,-1,-1,-15,1840,10001.21973,0,1,2897,5.435445504,3.452267769
65,42,145,-1,-1,-15,312,8231.980469,1,1,1248,26.38455278,6.596138196
66,43,47,-1,-1,-15,2966,19363.96094,1,0,7994,6.528644955,2.422311851
67,43,49,-1,-1,1,190,500,1,1,300,2.631578947,1.666666667
68,43,50,-1,-1,1,73,300,1,1,200,4.109589041,1.5
69,43,74,-1,-1,-15,993,8915.432617,0,1,1289,8.978280581,6.916549742
70,43,78,-1,-1,-15,1612,9963.960938,1,1,2338,6.181117207,4.261745482
71,43,89,-1,-1,-15,3846,21698.88477,0,1,10066,5.641935716,2.155661113
72,47,78,-1,-1,-15,3446,30745.08008,1,0,11691,8.921961717,2.629807551
73,47,145,-1,-1,1,182,424.2640686,1,1,282,2.331121256,1.504482513
74,49,50,-1,-1,1,157,362.1320496,1,1,241,2.306573564,1.502622612
75,49,51,-1,-1,1,100,141.4213562,1,1,141,1.414213562,1.002988342
76,49,74,-1,-1,-15,499,8249.74707,1,1,765,16.53255926,10.7839831
77,49,78,-1,-1,-15,1204,9298.275391,1,0,1814,7.722820092,5.125840899
78,50,51,-1,-1,1,100,141.4213562,1,1,141,1.414213562,1.002988342
79,50,55,-1,-1,-15,282,8008.326172,1,1,524,28.39831976,15.28306521
80,50,74,-1,-1,-15,406,8149.747559,1,1,665,20.07326985,12.25525949
81,50,82,-1,-1,-15,4811,42674.11719,1,0,22982,8.870113737,1.856849586
82,50,367,-1,-1,-15,4911,27658.07422,1,1,8369,5.631861987,3.304824258
83,51,55,-1,-1,1,280,7866.904785,1,1,382,28.09608852,20.59399158
84,51,74,-1,-1,-15,328,8008.326172,1,1,524,24.41562857,15.28306521
85,55,74,-1,-1,1,100,141.4213562,1,1,141,1.414213562,1.002988342
86,61,63,-1,-1,1,100,141.4213562,1,1,141,1.414213562,1.002988342
87,61,66,-1,-1,1,100,141.4213562,1,1,141,1.414213562,1.002988342
88,61,67,-1,-1,-15,1985,25930.86523,0,1,2655,13.06340818,9.766804231
89,63,66,-1,-1,-15,141,282.8427124,1,1,282,2.005976684,1.002988342
90,63,67,-1,-1,1,1752,25689.44531,1,1,2414,14.66292541,10.64185804
91,63,86,-1,-1,1,1405,15498.27539,1,1,2772,11.03080099,5.591008438
92,63,87,-1,-1,-15,1351,16198.27539,1,1,3172,11.98984115,5.106644196
93,63,88,-1,-1,-15,1219,17222.53906,1,1,3755,14.12841597,4.586561668
94,64,82,-1,-1,1,65,300,1,1,200,4.615384615,1.5
95,66,67,-1,-1,-15,2095,26072.28711,1,0,2797,12.44500578,9.321518452
96,66,86,-1,-1,1,1317,14774.01172,1,1,2048,11.21792841,7.21387291
97,66,87,-1,-1,-15,1431,15474.01172,1,0,2448,10.81342538,6.321083218
98,66,109,-1,-1,1,2596,15640.91602,1,1,3179,6.025006169,4.920074242
99,67,69,-1,-1,1,100,141.4213562,1,1,141,1.414213562,1.002988342
100,67,88,-1,-1,-15,1386,9842.640625,1,1,5387,7.101472312,1.827109825
101,67,145,-1,-1,-15,3358,13968.12402,1,0,4711,4.159655754,2.965001915
102,69,80,-1,-1,1,1475,3397.056396,1,1,1765,2.303089082,1.924677845
103,69,83,-1,-1,-15,1268,4949.137695,1,0,3197,3.903105438,1.548056833
104,69,88,-1,-1,-15,1311,9559.797852,1,1,5104,7.291989208,1.873001146
105,69,100,-1,-1,1,1345,3662.741699,1,0,2031,2.723228029,1.803417873
106,69,145,-1,-1,-15,3121,13685.28125,1,0,4428,4.384902675,3.090623589
107,74,78,-1,-1,1,100,141.4213562,1,1,141,1.414213562,1.002988342
108,74,84,-1,-1,1,795,900,1,1,900,1.132075472,1
109,74,92,-1,-1,1,1015,1141.421387,1,1,1141,1.12455309,1.000369314
110,74,121,-1,-1,-15,4095,20694.72266,1,1,7287,5.053656326,2.839950961
111,74,367,-1,-1,-15,4624,18642.64063,1,1,6838,4.031712938,2.726329427
112,76,79,-1,-1,1,102,362.1320496,1,1,241,3.550314211,1.502622612
113,76,82,-1,-1,1,923,1227.817505,1,1,1107,1.330246484,1.109139571
114,76,367,-1,-1,-15,223,503.5534058,1,1,382,2.258087021,1.318202633
115,78,84,-1,-1,1,510,724.2640991,1,1,724,1.420125685,1.000364778
116,78,89,-1,-1,-15,3292,33080.00391,1,1,13763,10.04860386,2.403546022
117,78,92,-1,-1,1,652,924.2640991,1,1,924,1.417582974,1.000285822
118,78,94,-1,-1,-15,3102,34835.63672,1,1,15095,11.23005697,2.307759968
119,78,145,-1,-1,-15,3431,31310.76563,1,0,12115,9.125842502,2.584462701
120,79,367,-1,-1,1,100,141.4213562,1,1,141,1.414213562,1.002988342
121,80,83,-1,-1,-15,751,1586.396118,1,1,1465,2.11237832,1.082864244
122,80,88,-1,-1,-15,2357,6197.056152,0,1,3372,2.629213472,1.837798384
123,80,100,-1,-1,1,111,200,1,1,200,1.801801802,1
124,80,145,-1,-1,-15,1314,10056.85449,1,1,2431,7.653618335,4.136920811
125,81,82,-1,-1,1,98,300,1,1,200,3.06122449,1.5
126,81,95,-1,-1,1,674,4583.452148,1,1,924,6.800374107,4.960446048
127,81,96,-1,-1,1,994,5327.817383,1,1,1324,5.359977246,4.024031256
128,81,367,-1,-1,-15,882,1348.528198,1,1,1107,1.528943535,1.218182654
129,82,95,-1,-1,1,987,4928.427246,1,0,1107,4.993340675,4.452057133
130,82,96,-1,-1,-15,905,4417.76709,1,1,3755,4.881510597,1.176502554
131,82,367,-1,-1,1,79,300,1,1,200,3.797468354,1.5
132,83,90,-1,-1,1,100,141.4213562,1,1,141,1.414213562,1.002988342
133,83,100,-1,-1,-15,253,503.5534058,1,1,382,1.990329667,1.318202633
134,84,92,-1,-1,1,193,282.8427124,1,1,282,1.465506282,1.002988342
135,85,91,-1,-1,1,100,141.4213562,1,1,141,1.414213562,1.002988342
136,85,367,-1,-1,1,75,300,1,1,200,4,1.5
137,86,87,-1,-1,1,280,700,1,1,400,2.5,1.75
138,86,109,-1,-1,1,1976,15231.37109,1,1,2707,7.708183752,5.626660914
139,86,141,-1,-1,-15,2740,15608.93555,1,1,4579,5.696691805,3.408808811
140,87,88,-1,-1,1,436,1024.264038,1,1,582,2.349229445,1.759903846
141,87,141,-1,-1,-15,2552,14908.93555,1,1,4179,5.842059384,3.567584481
142,88,100,-1,-1,1,978,4086.395996,1,1,1282,4.178319014,3.187516378
143,88,141,-1,-1,-15,2253,13001.8291,1,1,2714,5.770896184,4.790651843
144,89,94,-1,-1,1,385,907.1068115,1,1,524,2.356121588,1.731119869
145,89,118,-1,-1,-15,598,982.8427124,1,1,782,1.643549686,1.256832113
146,89,145,-1,-1,1,88,300,1,1,200,3.409090909,1.5
147,90,100,-1,-1,1,94,300,1,1,200,3.191489362,1.5
148,91,107,-1,-1,1,100,141.4213562,1,1,141,1.414213562,1.002988342
149,91,367,-1,-1,1,72,300,1,1,200,4.166666667,1.5
150,92,93,-1,-1,1,116,500,1,1,200,4.310344828,2.5
151,92,94,-1,-1,-15,2772,35835.63672,1,1,16095,12.92771887,2.226507407
152,92,114,-1,-1,-15,2167,32848.12891,1,1,2938,15.15834283,11.1804387
153,92,121,-1,-1,-15,3337,19411.87891,1,1,6004,5.817164791,3.233157713
154,92,130,-1,-1,1,2972,15101.21973,1,1,3514,5.081164107,4.29744443
155,93,114,-1,-1,1,1989,32348.12695,1,1,2738,16.2635128,11.81450948
156,93,130,-1,-1,1,3012,15740.30664,1,1,3721,5.225865419,4.230128095
157,94,114,-1,-1,1,2364,23645.68945,1,1,3255,10.00240671,7.264420723
158,94,118,-1,-1,-15,916,2472.792236,1,1,1889,2.699554843,1.309048299
159,95,367,-1,-1,1,172,300,1,1,200,1.744186047,1.5
160,96,111,-1,-1,-15,1035,2127.817383,1,1,1907,2.055862206,1.115793069
161,96,367,-1,-1,1,195,362.1320496,1,1,241,1.857087434,1.502622612
162,97,99,-1,-1,1,67,300,1,1,200,4.47761194,1.5
163,97,107,-1,-1,1,155,362.1320496,1,1,241,2.336335804,1.502622612
164,97,108,-1,-1,1,214,424.2640686,1,1,282,1.982542377,1.504482513
165,99,107,-1,-1,1,277,500,1,1,300,1.805054152,1.666666667
166,99,108,-1,-1,1,213,500,1,1,300,2.34741784,1.666666667
167,99,367,-1,-1,1,21,300,1,1,200,14.28571429,1.5
168,100,103,-1,-1,1,100,141.4213562,1,1,141,1.414213562,1.002988342
169,100,141,-1,-1,1,288,7183.452148,1,1,341,24.94254218,21.06584208
170,100,145,-1,-1,1,416,8149.747559,1,1,524,19.59073932,15.55295336
171,103,141,-1,-1,-15,272,7724.873535,1,1,882,28.40027035,8.758360017
172,103,145,-1,-1,1,432,8149.747559,1,1,524,18.86515639,15.55295336
173,106,112,-1,-1,1,100,141.4213562,1,1,141,1.414213562,1.002988342
174,106,118,-1,-1,-15,662,1586.396118,1,1,1165,2.396368759,1.361713406
175,106,145,-1,-1,1,184,424.2640686,1,1,282,2.305782982,1.504482513
176,107,108,-1,-1,1,100,141.4213562,1,1,141,1.414213562,1.002988342
177,107,367,-1,-1,1,75,300,1,1,200,4,1.5
178,108,367,-1,-1,1,113,362.1320496,1,1,241,3.204708403,1.502622612
179,109,141,-1,-1,-15,3342,30840.30664,1,1,7287,9.228098935,4.232236399
180,109,160,-1,-1,1,1116,13943.86035,1,1,1489,12.49449852,9.364580491
181,110,121,-1,-1,1,848,3962.741699,1,1,1207,4.673044457,3.283133139
182,110,129,-1,-1,1,1302,3038.477539,0,1,1589,2.333700107,1.912194801
183,110,131,-1,-1,1,1320,3438.477539,1,1,1789,2.604907227,1.922010922
184,110,137,-1,-1,-15,1714,13305.38281,1,1,11515,7.762767102,1.155482658
185,110,139,-1,-1,-15,2062,12474.62109,1,0,5776,6.049767747,2.159733569
186,110,142,-1,-1,-15,2155,12033.2002,1,0,5335,5.583851599,2.255520187
187,110,367,-1,-1,-15,861,5387.005859,1,1,3597,6.256685086,1.497638549
188,111,367,-1,-1,1,12,300,1,1,200,25,1.5
189,112,118,-1,-1,-15,785,1665.685425,1,1,1265,2.121892261,1.316747371
190,112,145,-1,-1,1,83,300,1,1,200,3.614457831,1.5
191,114,118,-1,-1,-15,1612,18734.41992,1,1,2497,11.62184859,7.502771294
192,114,124,-1,-1,1,468,1107.106812,1,1,624,2.365612845,1.774209634
193,114,130,-1,-1,1,2770,29956.95898,1,1,4021,10.81478664,7.450126582
194,114,152,-1,-1,1,2185,29603.76172,1,1,2621,13.54863237,11.29483469
195,118,124,-1,-1,1,1180,17544.46875,1,1,1831,14.86819386,9.58190538
196,118,145,-1,-1,1,62,300,1,1,200,4.838709677,1.5
197,120,121,-1,-1,1,90,300,1,1,200,3.333333333,1.5
198,120,128,-1,-1,1,621,3252.691162,1,1,707,5.237827958,4.600694713
199,120,130,-1,-1,-15,1073,3956.244629,1,0,1289,3.687087259,3.069235554
200,120,146,-1,-1,1,268,2314.213623,1,1,382,8.635125459,6.058150846
201,121,128,-1,-1,-15,892,3107.106689,0,1,1365,3.483303464,2.276268637
202,121,129,-1,-1,1,417,2444.974854,1,1,582,5.863249049,4.200987721
203,121,130,-1,-1,-15,1318,3769.23877,1,1,1948,2.859816972,1.9349275
204,121,131,-1,-1,-15,738,2948.528076,1,0,965,3.995295496,3.055469509
205,121,146,-1,-1,1,261,1962.13208,1,1,341,7.517747433,5.754053021
206,121,367,-1,-1,-15,1609,4127.817383,1,1,2407,2.565455179,1.714922054
207,122,137,-1,-1,-15,668,1807.106812,1,1,1365,2.705249718,1.323887774
208,122,367,-1,-1,1,326,762.132019,1,1,441,2.337828279,1.728190519
209,123,134,-1,-1,1,100,141.4213562,1,1,141,1.414213562,1.002988342
210,123,367,-1,-1,1,63,300,1,1,200,4.761904762,1.5
211,124,145,-1,-1,1,2261,20195.94141,1,1,3038,8.932304912,6.647775315
212,124,152,-1,-1,1,2153,29741.63086,1,1,2679,13.81404127,11.10176591
213,125,137,-1,-1,1,80,300,1,1,200,3.75,1.5
214,125,367,-1,-1,-15,598,1065.685425,1,1,724,1.78208265,1.471941194
215,128,130,-1,-1,-15,379,703.5534058,1,1,582,1.85634144,1.208854649
216,128,135,-1,-1,1,89,362.1320496,1,1,241,4.068899433,1.502622612
217,128,146,-1,-1,1,129,362.1320496,1,1,241,2.80722519,1.502622612
218,129,131,-1,-1,1,102,362.1320496,1,1,241,3.550314211,1.502622612
219,129,146,-1,-1,1,134,362.1320496,1,1,241,2.702477982,1.502622612
220,130,132,-1,-1,1,100,141.4213562,1,1,141,1.414213562,1.002988342
221,130,135,-1,-1,1,100,141.4213562,1,1,141,1.414213562,1.002988342
222,130,136,-1,-1,-15,258,503.5534058,1,0,382,1.951757387,1.318202633
223,130,152,-1,-1,1,111,300,1,1,200,2.702702703,1.5
224,131,137,-1,-1,-15,2663,10097.66602,0,1,9476,3.791838534,1.065604265
225,131,139,-1,-1,-15,2173,9266.904297,0,1,3738,4.264567095,2.479107624
226,131,142,-1,-1,-15,1882,8825.483398,1,1,3297,4.689417321,2.676822384
227,131,146,-1,-1,-15,381,824.2640991,1,1,582,2.163422832,1.416261339
228,131,147,-1,-1,-15,2322,5224.873535,0,1,3897,2.250160868,1.340742503
229,132,136,-1,-1,1,140,362.1320496,1,1,241,2.586657497,1.502622612
230,132,152,-1,-1,1,124,362.1320496,1,1,241,2.920419755,1.502622612
231,133,134,-1,-1,1,100,141.4213562,1,1,141,1.414213562,1.002988342
232,133,367,-1,-1,1,113,362.1320496,1,1,241,3.204708403,1.502622612
233,134,367,-1,-1,1,108,300,1,1,200,2.777777778,1.5
234,135,146,-1,-1,1,136,362.1320496,1,1,241,2.662735659,1.502622612
235,135,152,-1,-1,1,145,300,1,1,200,2.068965517,1.5
236,136,152,-1,-1,1,70,300,1,1,200,4.285714286,1.5
237,137,138,-1,-1,1,107,241.4213562,1,1,241,2.256274357,1.001748366
238,137,139,-1,-1,-15,1367,2489.949463,1,1,1848,1.82146998,1.34737525
239,137,367,-1,-1,1,117,300,1,1,200,2.564102564,1.5
240,138,367,-1,-1,1,200,562.132019,1,1,341,2.810660095,1.648480994
241,139,142,-1,-1,1,100,141.4213562,1,1,141,1.414213562,1.002988342
242,139,367,-1,-1,1,599,1262.13208,1,1,741,2.107065242,1.703282159
243,141,145,-1,-1,1,266,6700,1,1,400,25.18796992,16.75
244,141,155,-1,-1,-15,1915,10598.27539,0,1,2872,5.534347462,3.690207309
245,141,160,-1,-1,-15,4470,46332.69531,1,1,10325,10.36525622,4.487428117
246,141,167,-1,-1,1,670,8549.74707,1,1,924,12.76081652,9.25297302
247,142,146,-1,-1,1,1488,6756.244629,1,0,1648,4.540486982,4.099663003
248,142,147,-1,-1,1,1118,5066.904785,1,1,1614,4.532115192,3.139346211
249,142,367,-1,-1,1,835,1503.553345,1,1,982,1.800662688,1.531113386
250,145,152,-1,-1,1,3831,34390.05469,1,1,5128,8.976782743,6.706328917
251,145,155,-1,-1,-15,2508,19595.94141,1,1,4928,7.813373766,3.976449149
252,145,158,-1,-1,-15,2719,19878.78516,1,0,5211,7.311064787,3.814773586
253,145,167,-1,-1,-15,1938,17547.41406,1,0,2979,9.054393221,5.890370615
254,145,168,-1,-1,1,3471,46205.38281,1,1,3789,13.31183602,12.19461146
255,145,179,-1,-1,-15,3414,22872.89648,1,1,6042,6.69973535,3.785649865
256,145,180,-1,-1,1,3718,34333.91406,1,1,4511,9.234511582,7.611153638
257,145,188,-1,-1,-15,3016,46946.80469,1,1,4431,15.56591667,10.59508118
258,146,147,-1,-1,-15,1031,3138.477539,1,1,2231,3.044110125,1.406758198
259,146,152,-1,-1,1,100,141.4213562,1,1,141,1.414213562,1.002988342
260,146,367,-1,-1,1,87,300,1,1,200,3.448275862,1.5
261,147,367,-1,-1,1,509,1107.106812,1,1,624,2.175062498,1.774209634
262,148,150,-1,-1,1,243,624.2640991,1,1,382,2.568988062,1.634199212
263,148,167,-1,-1,1,64,300,1,1,200,4.6875,1.5
264,149,160,-1,-1,1,328,824.2640991,1,1,482,2.513000302,1.710091492
265,149,175,-1,-1,1,1855,11595.94141,1,0,2107,6.251181351,5.503531754
266,150,155,-1,-1,-15,487,1103.553345,1,1,782,2.266023295,1.411193535
267,150,167,-1,-1,1,123,362.1320496,1,1,241,2.944163005,1.502622612
268,152,153,-1,-1,1,128,300,1,1,200,2.34375,1.5
269,152,180,-1,-1,1,186,300,1,1,200,1.612903226,1.5
270,152,367,-1,-1,1,112,300,1,1,200,2.678571429,1.5
271,153,180,-1,-1,1,80,300,1,1,200,3.75,1.5
272,153,367,-1,-1,1,91,300,1,1,200,3.296703297,1.5
273,155,157,-1,-1,1,100,141.4213562,1,1,141,1.414213562,1.002988342
274,155,158,-1,-1,-15,141,282.8427124,1,1,282,2.005976684,1.002988342
275,155,167,-1,-1,1,82,300,1,1,200,3.658536585,1.5
276,155,179,-1,-1,-15,1110,3811.269775,0,1,1348,3.433576374,2.827351465
277,157,158,-1,-1,1,100,141.4213562,1,1,141,1.414213562,1.002988342
278,157,167,-1,-1,1,62,362.1320496,1,1,241,5.840839509,1.502622612
279,157,179,-1,-1,-15,973,3669.848389,0,1,1207,3.771683853,3.04047091
280,158,167,-1,-1,1,69,362.1320496,1,1,241,5.248290573,1.502622612
281,158,179,-1,-1,-15,850,3528.427246,1,1,1065,4.151090878,3.313077226
282,159,163,-1,-1,1,100,141.4213562,1,1,141,1.414213562,1.002988342
283,159,367,-1,-1,1,68,300,1,1,200,4.411764706,1.5
284,160,167,-1,-1,-15,4708,57661.73047,1,1,13949,12.2476063,4.133753708
285,160,175,-1,-1,1,1189,11120.20605,1,1,1689,9.352570273,6.583899381
286,160,205,-1,-1,-11,5968,-1,1,1,-1,-1,-1
287,161,163,-1,-1,-15,253,1544.974731,1,1,882,6.106619492,1.751672031
288,161,166,-1,-1,1,196,462.1320496,1,1,341,2.357816579,1.355225952
289,161,367,-1,-1,1,235,500,1,1,300,2.127659574,1.666666667
290,162,163,-1,-1,1,119,300,1,1,200,2.521008403,1.5
291,162,164,-1,-1,1,100,141.4213562,1,1,141,1.414213562,1.002988342
292,162,202,-1,-1,1,133,362.1320496,1,1,241,2.722797365,1.502622612
293,162,367,-1,-1,1,100,141.4213562,1,1,141,1.414213562,1.002988342
294,163,164,-1,-1,1,137,362.1320496,1,1,241,2.643299632,1.502622612
295,163,166,-1,-1,-15,328,1544.974731,1,1,982,4.710288815,1.573294024
296,163,202,-1,-1,1,266,562.132019,1,1,341,2.113278267,1.648480994
297,163,367,-1,-1,1,62,300,1,1,200,4.838709677,1.5
298,164,202,-1,-1,1,120,362.1320496,1,1,241,3.01776708,1.502622612
299,165,168,-1,-1,1,222,562.132019,1,1,341,2.532126212,1.648480994
300,165,172,-1,-1,1,360,824.2640991,1,1,482,2.289622498,1.710091492
301,165,180,-1,-1,1,925,11062.13184,1,1,1141,11.95906144,9.695119926
302,165,188,-1,-1,1,406,807.1068115,1,1,524,1.987947812,1.540280175
303,166,195,-1,-1,1,271,700,1,1,400,2.58302583,1.75
304,166,202,-1,-1,-15,297,2931.37085,1,1,2148,9.869935521,1.364697788
305,166,367,-1,-1,1,97,300,1,1,200,3.092783505,1.5
306,167,178,-1,-1,-15,1738,4452.691406,1,1,2189,2.561962834,2.034121245
307,167,179,-1,-1,1,294,2687.005859,1,1,424,9.139475712,6.33727797
308,167,183,-1,-1,-15,1806,4752.691406,1,1,2389,2.631612074,1.989406198
309,167,203,-1,-1,-15,2613,27365.28516,1,0,4528,10.47274595,6.043570043
310,167,205,-1,-1,-15,3274,36666.50391,1,1,8749,11.19929869,4.190936553
311,167,206,-1,-1,-15,2719,27506.70703,1,1,4669,10.11647923,5.89134869
312,167,208,-1,-1,-15,3381,36525.08203,1,1,8608,10.80304112,4.24315544
313,167,214,-1,-1,-15,3379,34717.97656,1,0,7042,10.27463053,4.930130157
314,167,215,-1,-1,-15,3505,34776.55469,0,1,7101,9.921984219,4.897416517
315,168,170,-1,-1,1,100,141.4213562,1,1,141,1.414213562,1.002988342
316,168,172,-1,-1,1,599,1327.817505,0,1,724,2.216723714,1.834002079
317,168,180,-1,-1,-15,1358,11724.26367,1,1,1582,8.633478403,7.411038984
318,168,188,-1,-1,1,232,400,1,1,300,1.724137931,1.333333333
319,170,188,-1,-1,1,87,300,1,1,200,3.448275862,1.5
320,172,180,-1,-1,1,407,10062.13184,1,1,641,24.72268264,15.69755357
321,172,181,-1,-1,-15,553,2114.213623,1,1,1448,3.823171109,1.460092281
322,172,188,-1,-1,1,361,1572.792236,1,1,907,4.356765198,1.734059798
323,172,194,-1,-1,-15,931,18494.82617,1,1,2455,19.86554906,7.533534082
324,173,182,-1,-1,-15,784,3169.23877,1,1,2748,4.04239639,1.153289217
325,173,202,-1,-1,1,100,141.4213562,1,1,141,1.414213562,1.002988342
326,174,190,-1,-1,1,102,300,1,1,200,2.941176471,1.5
327,174,367,-1,-1,1,100,141.4213562,1,1,141,1.414213562,1.002988342
328,175,196,-1,-1,1,817,4462.131836,1,1,941,5.461605674,4.741904183
329,175,204,-1,-1,-15,1993,14521.32031,1,0,2265,7.286161722,6.411178946
330,175,205,-1,-1,-11,6232,-1,1,1,-1,-1,-1
331,177,189,-1,-1,1,44,300,1,1,200,6.818181818,1.5
332,177,195,-1,-1,1,100,141.4213562,1,1,141,1.414213562,1.002988342
333,177,367,-1,-1,1,84,300,1,1,200,3.571428571,1.5
334,178,179,-1,-1,1,100,141.4213562,1,1,141,1.414213562,1.002988342
335,178,183,-1,-1,1,54,300,1,1,200,5.555555556,1.5
336,179,183,-1,-1,-15,181,441.4213562,1,1,341,2.438792023,1.294490781
337,179,184,-1,-1,-15,2103,26350.46094,0,1,4569,12.52993863,5.76722717
338,179,188,-1,-1,1,3342,34900.10547,1,1,4162,10.44288015,8.38541698
339,179,191,-1,-1,-15,1510,25660.51172,1,1,3921,16.99371637,6.544379423
340,179,199,-1,-1,-15,1921,24536.24805,1,1,3238,12.77264344,7.577593591
341,180,182,-1,-1,1,106,300,1,1,200,2.830188679,1.5
342,180,185,-1,-1,1,123,362.1320496,1,1,241,2.944163005,1.502622612
343,180,194,-1,-1,1,605,10769.23926,1,1,682,17.80039547,15.7906734
344,180,367,-1,-1,1,22,300,1,1,200,13.63636364,1.5
345,181,188,-1,-1,1,100,141.4213562,1,1,141,1.414213562,1.002988342
346,181,194,-1,-1,1,744,16280.61328,1,1,907,21.88254473,17.94995952
347,182,185,-1,-1,1,100,141.4213562,1,1,141,1.414213562,1.002988342
348,182,194,-1,-1,-15,939,11001.8291,0,1,1265,11.71653791,8.697098104
349,182,202,-1,-1,-15,937,2444.974854,1,1,2124,2.609364838,1.151118104
