#link,coreId1,coreId2,cluster1,cluster2,linkType,eucDist,lcDist,eucAdj,cwdAdj,lcpLength,cwdToEucRatio,cwdToPathRatio
901,393,401,-1,-1,-15,632,1248.528198,1,1,1007,1.975519301,1.239849253
902,394,400,-1,-1,-15,100,282.8427124,1,1,282,2.828427124,1.002988342
903,394,401,-1,-1,1,4398,30891.7793,1,1,5179,7.024051682,5.964815466
904,394,416,-1,-1,-15,4647,18620.81445,1,1,6135,4.007061427,3.03517758
905,394,424,-1,-1,-15,3289,22739.19141,1,0,7325,6.913709762,3.104326472
906,395,397,-1,-1,1,110,362.1320496,1,1,241,3.292109541,1.502622612
907,395,399,-1,-1,-15,408,965.6854248,1,1,724,2.366876041,1.333819648
908,395,438,-1,-1,-15,4640,52561.22656,0,1,5352,11.32785055,9.820856981
909,396,407,-1,-1,-15,3484,35170.05859,1,1,6835,10.09473553,5.145582823
910,397,399,-1,-1,1,243,503.5534058,1,1,382,2.072236238,1.318202633
911,397,401,-1,-1,-15,360,644.9747314,1,1,524,1.791596476,1.230867808
912,397,438,-1,-1,1,4358,52099.09375,1,1,5011,11.95481729,10.39694547
913,398,405,-1,-1,-15,1433,8501.219727,1,1,6311,5.932463173,1.347047968
914,398,408,-1,-1,1,478,907.1068115,1,1,524,1.897712995,1.731119869
915,399,401,-1,-1,1,100,141.4213562,1,1,141,1.414213562,1.002988342
916,400,406,-1,-1,-15,2937,25583.55664,1,1,8994,8.710778563,2.844513747
917,400,416,-1,-1,1,4136,17579.39453,0,1,5111,4.250337169,3.439521528
918,400,424,-1,-1,1,2539,21697.77148,1,1,6301,8.545794204,3.443544118
919,401,416,-1,-1,-11,6226,-1,1,1,-1,-1,-1
920,401,419,-1,-1,-11,6274,-1,1,0,-1,-1,-1
921,401,421,-1,-1,-15,4480,54834.01953,1,1,7425,12.2397365,7.385053136
922,401,436,-1,-1,-11,6488,-1,0,1,-1,-1,-1
923,401,438,-1,-1,-15,4229,52740.51563,1,1,5452,12.47115527,9.673608882
924,403,407,-1,-1,1,1427,21374.72656,1,1,1855,14.97878526,11.52276365
925,403,411,-1,-1,1,2635,28840.91602,1,1,3155,10.94531917,9.141336297
926,403,438,-1,-1,1,3938,36190.05469,1,1,5204,9.189958021,6.954276458
927,405,406,-1,-1,1,100,141.4213562,1,1,141,1.414213562,1.002988342
928,405,408,-1,-1,-15,488,4355.634766,1,1,2589,8.925481077,1.682361825
929,405,409,-1,-1,-15,549,941.4213867,1,1,641,1.714793054,1.46867611
930,406,409,-1,-1,1,315,700,1,1,400,2.222222222,1.75
931,406,424,-1,-1,-15,1006,1948.528198,1,1,1548,1.936906758,1.258739146
932,407,411,-1,-1,1,2678,27258.17773,1,1,3121,10.17855778,8.733796134
933,407,420,-1,-1,1,2308,27975.33594,1,1,2779,12.12102944,10.06669159
934,407,438,-1,-1,-15,4541,47817.47266,1,0,5318,10.53016354,8.991627051
935,408,409,-1,-1,1,1139,2810.660156,1,1,1365,2.467655976,2.05909169
936,408,410,-1,-1,1,495,848.5281372,1,1,565,1.714198257,1.501819712
937,408,413,-1,-1,1,1219,1993.50293,1,0,1389,1.635359253,1.435207293
938,409,410,-1,-1,1,1378,3104.163086,1,1,1614,2.252658263,1.923273287
939,409,412,-1,-1,1,103,362.1320496,1,1,241,3.515845141,1.502622612
940,409,413,-1,-1,-15,760,1689.949463,1,1,1107,2.223617714,1.526602948
941,409,424,-1,-1,1,349,565.6854248,1,1,424,1.620875143,1.334163738
942,410,413,-1,-1,1,703,1348.528198,1,1,865,1.918247793,1.558992137
943,411,420,-1,-1,1,699,3210.660156,1,1,965,4.593219108,3.32710897
944,411,438,-1,-1,1,1848,22659.29297,1,1,2372,12.26152217,9.552821656
945,412,413,-1,-1,1,473,1186.396118,1,1,724,2.508237036,1.638668671
946,412,424,-1,-1,1,296,565.6854248,1,1,424,1.911099408,1.334163738
947,413,424,-1,-1,1,529,1186.396118,1,1,724,2.242714779,1.638668671
948,416,419,-1,-1,1,162,424.2640686,1,1,282,2.618914004,1.504482513
949,416,423,-1,-1,-15,710,1448.528198,1,1,865,2.040180561,1.674599073
950,416,424,-1,-1,1,877,4069.848389,1,1,1165,4.640648106,3.493432093
951,416,425,-1,-1,-15,1740,5476.955078,0,1,2572,3.147675332,2.129453763
952,416,431,-1,-1,-15,834,1589.949463,1,1,1007,1.906414224,1.578897183
953,416,436,-1,-1,-15,3390,25670.45898,0,1,4021,7.57240678,6.38409823
954,419,423,-1,-1,1,436,1024.264038,1,1,582,2.349229445,1.759903846
955,419,431,-1,-1,-15,563,1165.685425,1,1,724,2.070489209,1.610062741
956,419,436,-1,-1,-15,3112,25246.19336,1,0,3738,8.11253,6.753930808
957,419,438,-1,-1,-11,5162,-1,1,0,-1,-1,-1
958,420,438,-1,-1,1,1443,19035.0293,1,1,1731,13.19128849,10.99655072
959,421,436,-1,-1,-15,3288,8142.640625,0,1,4279,2.47647221,1.902930737
960,421,437,-1,-1,-15,2202,6601.219238,0,1,2738,2.9978289,2.410963929
961,421,438,-1,-1,1,109,300,1,1,200,2.752293578,1.5
962,423,431,-1,-1,1,100,141.4213562,1,1,141,1.414213562,1.002988342
963,424,425,-1,-1,1,100,141.4213562,1,1,141,1.414213562,1.002988342
964,424,431,-1,-1,-15,1662,5742.640625,1,1,2072,3.4552591,2.771544703
965,425,431,-1,-1,-15,2043,7149.747559,1,1,3479,3.499631698,2.055115711
966,431,432,-1,-1,1,494,1044.974731,1,1,582,2.115333464,1.795489229
967,431,436,-1,-1,-15,1960,23214.82227,1,1,2148,11.84429707,10.80764538
968,432,436,-1,-1,1,1342,22107.7168,1,1,1524,16.47370849,14.50637585
969,436,437,-1,-1,1,1200,1341.421387,1,1,1341,1.117851156,1.000314233
970,436,438,-1,-1,-15,2695,6873.401855,1,0,3131,2.550427405,2.195273668
971,437,438,-1,-1,1,1239,5331.980469,1,1,1589,4.303454777,3.355557249
